# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		444726		61944		42716
1		308533		122192		45174
2		244060		181312		46216
3		213263		239521		46533
4		196775		297211		46871
5		185169		354506		47096
6		177842		411538		47123
7		172265		468493		47179
8		166617		525076		47349
9		161825		581472		47326
10		158839		637855		47354
11		156526		693937		47389
12		154598		750064		47367
13		153087		805852		47338
14		151731		861577		47440
15		150690		917258		47394
16		149701		972963		47378
17		148715		1028630		47364
18		147999		1084244		47346
19		146985		1139739		47360
20		145482		1195250		47315
21		144458		1250629		47336
22		143979		1306096		47380
23		143577		1361364		47363
24		143226		1416779		47452
25		142944		1472004		47411
26		142711		1527453		47429
27		142487		1582756		47424
28		142254		1637968		47448
29		142039		1693266		47463
30		141907		1748618		47430
31		141762		1803773		47389
32		141596		1859003		47375
33		141437		1914184		47425
34		141344		1969318		47449
35		141181		2024386		47419
36		141043		2079606		47449
37		140827		2134655		47419
38		140687		2189725		47440
39		140536		2244694		47428
40		140390		2299718		47436
41		140214		2354816		47443
42		139985		2409890		47429
43		139908		2464994		47371
44		139895		2520022		47407
45		139828		2575062		47428
46		139751		2630049		47447
47		139699		2685151		47454
48		139532		2740187		47397
49		139465		2795153		47372
50		139496		2850158		47394
51		139466		2905169		47409
52		139302		2960127		47411
53		139196		3015165		47429
54		139192		3070153		47467
55		139136		3125119		47433
56		139050		3179942		47436
57		139015		3234909		47442
58		139032		3289864		47405
59		138927		3344767		47367
60		138860		3399616		47363
61		138793		3454438		47368
62		138717		3509274		47382
63		138714		3564257		47414
64		138674		3619276		47416
65		138633		3674328		47415
66		138539		3729364		47400
67		138501		3784210		47423
68		138500		3838967		47435
69		138460		3893862		47434
70		138468		3948735		47411
71		138389		4003638		47395
72		138351		4058463		47390
73		138363		4113432		47384
74		138314		4168244		47381
75		138313		4223158		47360
76		138275		4278127		47392
77		138217		4332947		47368
78		138210		4387716		47381
79		138208		4442593		47378
80		138237		4497489		47368
81		138298		4552464		47381
82		138211		4607624		47392
83		138200		4662557		47374
84		138190		4717505		47379
85		138166		4772373		47379
86		138089		4827304		47379
87		138072		4882262		47402
88		138085		4937106		47383
89		138096		4992004		47371
90		138133		5046752		47375
91		138107		5101726		47421
92		138084		5156610		47409
93		138080		5211448		47429
94		138053		5266199		47420
95		138108		5321154		47443
96		138119		5376009		47421
97		138120		5430824		47430
98		138137		5485689		47428
99		138129		5540617		47446
100		138095		5595490		47475
101		138082		5650332		47455
102		138081		5705294		47460
103		138093		5760103		47484
104		138027		5814910		47476
105		138006		5869785		47472
106		137980		5924541		47460
107		137974		5979314		47437
108		137979		6034041		47460
109		137952		6088790		47479
110		137945		6143640		47456
111		137922		6198463		47433
112		137909		6253232		47412
113		137895		6308168		47441
114		137954		6363050		47421
115		137943		6417868		47410
116		137958		6472739		47445
117		137946		6527634		47439
118		137924		6582513		47458
119		137913		6637351		47457
120		137920		6692076		47421
121		137891		6746980		47405
122		137860		6801910		47432
123		137836		6856672		47418
124		137842		6911333		47445
125		137837		6966177		47455
126		137836		7020856		47437
127		137824		7075698		47415
128		137841		7130544		47443
129		137822		7185459		47449
130		137810		7240213		47464
131		137795		7294955		47476
132		137803		7349649		47455
133		137815		7404436		47438
134		137815		7459309		47443
135		137789		7514061		47432
136		137784		7568891		47443
137		137801		7623616		47473
138		137793		7678450		47486
139		137823		7733282		47475
140		137806		7788076		47498
141		137794		7842863		47491
142		137796		7897797		47460
143		137789		7952531		47474
144		137773		8007415		47457
145		137778		8062201		47466
146		137776		8116893		47471
147		137748		8171604		47487
148		137759		8226496		47522
149		137772		8281151		47519
150		137733		8335916		47477
151		137760		8390759		47473
152		137761		8445545		47461
153		137757		8500462		47490
154		137769		8555306		47484
155		137769		8610117		47477
156		137782		8664958		47432
157		137764		8719627		47449
158		137781		8774313		47443
159		137773		8829231		47470
160		137792		8883880		47460
161		137792		8938725		47467
162		137797		8993526		47470
163		137815		9048309		47477
164		137816		9103091		47447
165		137840		9158011		47448
166		137819		9212749		47424
167		137796		9267573		47397
168		137788		9322201		47412
169		137788		9377017		47396
170		137781		9431886		47422
171		137757		9486605		47448
172		137778		9541457		47447
173		137813		9596242		47422
174		137798		9651157		47461
175		137809		9705976		47455
176		137802		9760766		47437
177		137819		9815446		47419
178		137823		9870136		47432
179		137829		9924890		47433
180		137827		9979680		47418
181		137825		10034432		47437
182		137795		10089238		47431
183		137796		10143983		47456
184		137807		10198961		47431
185		137813		10253604		47417
186		137809		10308409		47413
187		137798		10363255		47414
188		137770		10417973		47416
189		137761		10472815		47449
190		137750		10527545		47437
191		137769		10582379		47434
192		137773		10637348		47462
193		137759		10692031		47449
194		137739		10746645		47451
195		137735		10801488		47454
196		137752		10856167		47460
197		137756		10910957		47501
198		137728		10965491		47482
199		137745		11020298		47469
200		137746		11074909		47486
201		137736		11129759		47458
202		137756		11184530		47452
203		137741		11239305		47458
204		137755		11294220		47474
205		137762		11349054		47489
206		137771		11403845		47480
207		137784		11458564		47448
208		137787		11513186		47454
209		137784		11568010		47478
210		137790		11622855		47458
211		137798		11677540		47441
212		137777		11732287		47456
213		137774		11786859		47453
214		137778		11841693		47434
215		137792		11896459		47423
216		137779		11951186		47416
217		137798		12005859		47409
